Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,White,23.5,"Detroit, MI",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Among all adults, the proportion who reported consuming five or more drinks per occasion (for men) or 4 or more drinks per occasion (for women) at least once in the previous month.",,,,13.2,38.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Female,All,16.1,"Detroit, MI",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Among all adults, the proportion who reported consuming five or more drinks per occasion (for men) or 4 or more drinks per occasion (for women) at least once in the previous month.",,,,10.6,23.7
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Male,All,18.6,"Detroit, MI",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Among all adults, the proportion who reported consuming five or more drinks per occasion (for men) or 4 or more drinks per occasion (for women) at least once in the previous month.",,,,12.6,26.6
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,17.3,"Detroit, MI",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Among all adults, the proportion who reported consuming five or more drinks per occasion (for men) or 4 or more drinks per occasion (for women) at least once in the previous month.",,,,13.1,22.6
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,14.6,"Fort Worth (Tarrant County), TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health",,"FW-Arlington Metropolitan Division includes residents from Hood, Johnson, Parker, Somervell, Tarrant, and Wise counties (Not just Tarrant County, TX)",,,11.0,18.2
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Male,All,20.5,"Charlotte, NC",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,2013 NC BRFSS (Mecklenburg Sample),,,,,14.9,26.1
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,19.0,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Had binge drinking during the past 30 days (men 5+, women 4+ drinks on one occastion), age-adjusted",,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Asian/PI,8.0,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Had binge drinking during the past 30 days (men 5+, women 4+ drinks on one occastion), age-adjusted",,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Black,15.0,"Seattle, WA",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,BRFSS,"Had binge drinking during the past 30 days (men 5+, women 4+ drinks on one occastion), age-adjusted",,,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,14.9,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,12.0,18.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Black,13.8,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,7.8,23.4
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Hispanic,18.8,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,13.1,26.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Other,13.6,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,6.0,28.1
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,White,12.5,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,8.9,17.1
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Female,All,9.3,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,6.6,12.9
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Male,All,21.3,"Houston, TX",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,"Texas Behavioral Risk Factor Surveillance Systems, Statewide BRFSS survey, 2013. Prepared by: Texas BRFSS, Center for Health Statisitics, Texas Department of State Health Services at May 12, 2015.","Binge drinking from Houston-Baytown-Sugarland MSA. Data were displayed with Percent (CI 95%, n), All reported rates were weighted for Texas demographics and the probability of selection. Binge drinking=More than 5 drinks on one occation for men or 4 drinks on one occasion for women.","Includes all of Houston-Baytown-Sugarland MSA, not just Houston",,,16.3,27.3
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,14.6,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,12.0,17.1
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Black,,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Hispanic,,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Other,,"Indianapolis (Marion County), IN",BRFSS (or similar) How many times during the past month did you have 5 (men) (4 for women) or more drinks on one occasion in past 30 days?,CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
